Date,Source,Production,Start_Hour,End_Hour,Day_of_Year
7/2/2022,Wind,1275,6,7,183
11/2/2023,Wind,15875,15,16,306
8/15/2021,Wind,8032,16,17,227
7/10/2020,Wind,5447,16,17,192
2/18/2020,Wind,8247,9,10,49
1/17/2025,Wind,2010,2,3,17
9/29/2025,Solar,9018,14,15,272
2/10/2025,Wind,3590,3,4,41
11/2/2024,Wind,1203,0,1,307
1/7/2023,Wind,14522,20,21,7
12/30/2022,Wind,13456,7,8,364
2/29/2020,Wind,11760,23,0,60
3/17/2021,Wind,5952,20,21,76
4/15/2025,Wind,9714,20,21,105
6/20/2023,Wind,1917,20,21,171
2/20/2021,Wind,12274,17,18,51
5/25/2022,Wind,8041,19,20,145
12/27/2021,Wind,7212,8,9,361
10/20/2024,Wind,3018,1,2,294
5/14/2025,Wind,6080,21,22,134
2/20/2022,Wind,17314,12,13,51
4/18/2021,Wind,4779,1,2,108
1/30/2024,Wind,8113,0,1,30
2/7/2021,Wind,5123,1,2,38
10/31/2025,Wind,9628,6,7,304
7/3/2025,Wind,4571,7,8,184
5/26/2022,Wind,4299,21,22,146
4/9/2024,Wind,9097,5,6,100
8/13/2020,Wind,4931,14,15,226
10/31/2024,Wind,1060,19,20,305
4/25/2025,Solar,10245,14,15,115
12/11/2024,Wind,7435,13,14,346
5/20/2022,Wind,3605,7,8,140
5/31/2020,Wind,8533,11,12,152
12/21/2024,Wind,7750,7,8,356
11/1/2022,Wind,11756,9,10,305
6/12/2022,Wind,3211,3,4,163
1/3/2022,Wind,7791,18,19,3
8/13/2025,Wind,3943,18,19,225
7/6/2021,Wind,9578,5,6,187
10/12/2025,Solar,12629,13,14,285
6/7/2024,Wind,1472,21,22,159
12/9/2022,Wind,3667,12,13,343
3/15/2021,Wind,5856,20,21,74
2/8/2023,Solar,6888,13,14,39
7/9/2022,Solar,5963,10,11,190
3/2/2025,Solar,9877,15,16,61
7/16/2023,Wind,5414,6,7,197
1/6/2022,Wind,2549,9,10,6
8/29/2022,Wind,4856,9,10,241
4/21/2025,Wind,4052,2,3,111
8/14/2025,Wind,2821,2,3,226
11/2/2023,Wind,15676,17,18,306
5/2/2024,Wind,9667,10,11,123
8/3/2023,Wind,12494,10,11,215
3/5/2020,Wind,5038,0,1,65
1/6/2024,Wind,8024,19,20,6
5/19/2022,Wind,3839,6,7,139
1/28/2024,Wind,9911,8,9,28
1/23/2021,Wind,6788,9,10,23
1/5/2024,Wind,11144,3,4,5
3/29/2020,Wind,13938,17,18,89
11/13/2020,Wind,5605,14,15,318
8/30/2025,Wind,4869,4,5,242
8/17/2022,Wind,2033,19,20,229
5/31/2022,Solar,1676,8,9,151
10/18/2022,Wind,3002,9,10,291
12/3/2020,Wind,5211,8,9,338
1/11/2022,Solar,5143,13,14,11
2/24/2022,Wind,4329,3,4,55
9/2/2021,Wind,5745,9,10,245
9/10/2020,Wind,1794,0,1,254
5/2/2022,Solar,6127,11,12,122
3/8/2025,Wind,10697,5,6,67
10/16/2024,Wind,11010,1,2,290
7/17/2025,Wind,1801,20,21,198
12/1/2023,Wind,3234,10,11,335
11/12/2023,Wind,9888,14,15,316
9/3/2023,Wind,6935,18,19,246
1/17/2022,Solar,2716,15,16,17
4/26/2023,Wind,2693,8,9,116
4/1/2021,Wind,6463,17,18,91
5/28/2023,Solar,5108,9,10,148
3/27/2022,Solar,6871,14,15,86
4/13/2025,Wind,9132,2,3,103
10/18/2021,Wind,4845,21,22,291
9/9/2022,Wind,5803,22,23,252
11/14/2025,Wind,12793,6,7,318
2/27/2020,Wind,5876,3,4,58
7/7/2020,Solar,5278,13,14,189
12/18/2023,Wind,3980,15,16,352
9/28/2023,Wind,4548,1,2,271
6/28/2024,Wind,2990,7,8,180
10/20/2020,Wind,9659,5,6,294
4/27/2021,Wind,4738,3,4,117
4/6/2024,Wind,8363,15,16,97
4/28/2021,Wind,4670,16,17,118
10/2/2025,Solar,4982,17,18,275
9/14/2020,Solar,5167,14,15,258
6/24/2023,Wind,2771,6,7,175
10/21/2020,Wind,15183,11,12,295
8/1/2025,Wind,11333,17,18,213
2/23/2022,Wind,3212,23,0,54
7/24/2021,Solar,5662,12,13,205
12/10/2023,Wind,14688,4,5,344
4/19/2020,Wind,2422,5,6,110
4/24/2021,Wind,7172,3,4,114
4/21/2020,Wind,5012,9,10,112
10/12/2023,Wind,8100,16,17,285
11/16/2025,Wind,2155,2,3,320
1/7/2022,Wind,12803,13,14,7
11/16/2023,Wind,4723,5,6,320
6/18/2020,Wind,1643,1,2,170
8/3/2024,Wind,2972,6,7,216
6/24/2024,Solar,4072,8,9,176
5/18/2023,Wind,9570,16,17,138
4/24/2020,Solar,3015,17,18,115
9/19/2024,Wind,8303,23,0,263
12/18/2021,Wind,6095,18,19,352
8/9/2024,Wind,6545,8,9,222
1/31/2025,Wind,9041,14,15,31
3/28/2021,Solar,6562,15,16,87
6/8/2024,Wind,3640,20,21,160
10/16/2024,Wind,10396,19,20,290
3/3/2020,Wind,2627,13,14,63
11/21/2024,Wind,6234,22,23,326
12/6/2020,Wind,2388,7,8,341
4/21/2022,Solar,7316,13,14,111
9/1/2023,Solar,9763,13,14,244
1/29/2023,Solar,4709,13,14,29
4/27/2022,Solar,9899,13,14,117
12/6/2023,Solar,4011,12,13,340
2/11/2023,Wind,1810,4,5,42
5/23/2021,Wind,7087,19,20,143
1/13/2023,Wind,17620,13,14,13
10/21/2020,Wind,12602,8,9,295
11/11/2021,Solar,2291,9,10,315
2/28/2023,Wind,6877,21,22,59
3/10/2023,Wind,20267,12,13,69
11/15/2021,Wind,3350,1,2,319
8/27/2022,Solar,7247,13,14,239
9/26/2025,Wind,408,19,20,269
10/18/2025,Solar,10166,11,12,291
9/4/2022,Wind,2242,6,7,247
5/14/2020,Wind,8480,22,23,135
11/20/2021,Wind,256,21,22,324
3/19/2022,Wind,11653,2,3,78
7/27/2023,Wind,7081,19,20,208
9/29/2022,Solar,3391,16,17,272
10/30/2020,Wind,2316,20,21,304
1/18/2020,Wind,1821,17,18,18
11/18/2023,Wind,10478,8,9,322
4/28/2025,Wind,4874,19,20,118
8/25/2022,Wind,2568,1,2,237
1/29/2020,Wind,8131,10,11,29
2/28/2024,Wind,2938,4,5,59
8/14/2021,Wind,1499,7,8,226
2/1/2025,Wind,3300,4,5,32
1/8/2025,Wind,15551,17,18,8
7/19/2020,Wind,717,5,6,201
4/15/2024,Wind,2526,1,2,106
10/7/2020,Wind,8655,3,4,281
5/13/2021,Wind,6445,9,10,133
8/21/2024,Wind,3751,6,7,234
1/9/2023,Wind,16471,11,12,9
7/12/2021,Solar,4206,12,13,193
7/17/2021,Wind,2660,3,4,198
2/8/2021,Wind,2189,14,15,39
12/21/2024,Wind,17785,17,18,356
8/11/2023,Solar,4743,18,19,223
10/26/2025,Wind,9938,4,5,299
10/17/2020,Wind,554,19,20,291
11/11/2025,Wind,7784,6,7,315
4/25/2021,Wind,8220,4,5,115
8/13/2022,Wind,3130,22,23,225
10/23/2023,Wind,5937,5,6,296
6/8/2021,Wind,1392,0,1,159
2/7/2021,Wind,6165,14,15,38
5/12/2025,Solar,4127,16,17,132
1/20/2024,Wind,3446,1,2,20
4/5/2022,Wind,10520,15,16,95
6/9/2023,Solar,7100,14,15,160
4/5/2025,Wind,9012,23,0,95
11/22/2025,Wind,12287,14,15,326
7/22/2025,Wind,11630,17,18,203
11/5/2022,Wind,3089,2,3,309
9/17/2021,Wind,696,3,4,260
10/13/2020,Wind,6661,14,15,287
4/8/2025,Wind,4246,21,22,98
3/8/2025,Wind,12302,8,9,67
10/14/2025,Wind,6169,3,4,287
12/7/2022,Wind,2533,3,4,341
5/29/2020,Wind,4079,8,9,150
10/4/2021,Wind,6850,11,12,277
12/15/2024,Wind,9368,11,12,350
4/26/2025,Wind,5053,3,4,116
8/19/2020,Wind,4393,23,0,232
1/17/2022,Wind,1708,21,22,17
7/2/2021,Wind,434,6,7,183
4/9/2024,Wind,12447,19,20,100
11/10/2022,Wind,3646,23,0,314
2/12/2023,Wind,3488,19,20,43
7/13/2022,Solar,4749,18,19,194
4/24/2025,Solar,9198,13,14,114
12/20/2021,Wind,3168,17,18,354
5/29/2024,Wind,6284,7,8,150
2/3/2024,Wind,5376,23,0,34
9/1/2021,Wind,7759,18,19,244
8/19/2023,Wind,1054,22,23,231
9/22/2022,Wind,2751,0,1,265
1/18/2020,Solar,2528,14,15,18
4/8/2021,Wind,851,0,1,98
10/5/2023,Solar,3037,9,10,278
8/31/2022,Wind,2669,3,4,243
3/12/2022,Wind,8732,18,19,71
7/20/2022,Wind,1815,23,0,201
4/29/2023,Wind,2892,19,20,119
7/30/2022,Wind,1439,2,3,211
5/13/2021,Wind,2605,22,23,133
10/16/2021,Wind,1291,21,22,289
10/15/2020,Wind,3910,7,8,289
6/6/2023,Solar,8646,12,13,157
8/8/2025,Wind,1437,5,6,220
7/26/2025,Solar,7998,10,11,207
2/20/2022,Wind,11206,2,3,51
11/28/2025,Wind,8628,2,3,332
6/28/2021,Solar,3922,13,14,179
9/19/2021,Wind,3519,3,4,262
9/28/2023,Wind,2552,19,20,271
5/13/2024,Solar,6831,14,15,134
5/18/2021,Wind,5406,2,3,138
8/1/2024,Solar,8661,16,17,214
9/12/2024,Wind,4472,2,3,256
2/5/2022,Wind,5210,0,1,36
8/15/2021,Wind,1301,7,8,227
7/31/2025,Wind,2301,6,7,212
1/27/2021,Wind,4041,16,17,27
11/9/2022,Wind,8537,4,5,313
12/22/2020,Wind,12189,2,3,357
12/8/2023,Wind,7878,0,1,342
11/10/2021,Solar,1760,15,16,314
5/11/2021,Wind,4076,10,11,131
2/15/2022,Wind,13683,14,15,46
4/8/2020,Wind,2012,7,8,99
4/10/2021,Wind,4391,0,1,100
6/7/2021,Wind,1350,2,3,158
5/13/2021,Wind,4479,0,1,133
3/8/2021,Wind,2882,20,21,67
11/6/2020,Wind,6743,8,9,311
3/16/2025,Wind,10187,0,1,75
9/26/2020,Wind,12730,13,14,270
11/23/2025,Wind,15669,12,13,327
3/24/2023,Wind,15698,17,18,83
1/22/2022,Solar,5027,12,13,22
2/8/2022,Wind,2415,22,23,39
4/27/2024,Wind,4743,0,1,118
1/24/2024,Wind,16218,7,8,24
9/20/2022,Wind,2499,19,20,263
7/19/2024,Solar,7392,16,17,201
11/13/2025,Wind,10392,8,9,317
2/13/2022,Wind,16782,14,15,44
1/22/2022,Wind,3190,0,1,22
12/19/2024,Wind,17216,10,11,354
1/18/2020,Wind,3050,9,10,18
2/6/2025,Wind,13224,13,14,37
3/8/2021,Solar,4523,13,14,67
1/20/2020,Wind,4934,22,23,20
8/29/2020,Wind,3457,1,2,242
9/17/2024,Wind,17409,15,16,261
5/15/2023,Wind,9747,19,20,135
4/26/2023,Solar,4918,14,15,116
8/7/2022,Wind,7089,2,3,219
11/18/2021,Wind,1529,3,4,322
7/28/2022,Solar,5339,15,16,209
9/29/2024,Wind,3181,4,5,273
7/27/2025,Wind,3635,8,9,208
12/7/2022,Wind,1713,17,18,341
6/4/2022,Wind,3214,0,1,155
4/11/2022,Wind,7879,18,19,101
7/18/2025,Solar,6389,10,11,199
10/28/2025,Wind,11636,4,5,301
1/15/2024,Wind,6809,12,13,15
3/7/2021,Solar,3169,13,14,66
1/10/2024,Wind,3793,19,20,10
5/8/2024,Wind,6559,0,1,129
9/28/2024,Wind,6407,4,5,272
5/25/2021,Wind,9546,6,7,145
8/2/2021,Wind,1153,6,7,214
6/13/2025,Wind,2021,4,5,164
6/10/2022,Solar,8508,13,14,161
1/10/2025,Wind,4286,14,15,10
7/20/2023,Solar,6951,12,13,201
2/28/2020,Wind,11014,13,14,59
6/18/2024,Solar,7785,12,13,170
1/31/2024,Wind,6085,20,21,31
1/27/2023,Wind,6094,23,0,27
8/15/2020,Solar,3086,11,12,228
10/4/2022,Wind,988,4,5,277
1/29/2024,Wind,8472,23,0,29
4/12/2022,Wind,7935,6,7,102
1/11/2022,Wind,2090,23,0,11
5/11/2025,Wind,4808,16,17,131
10/14/2023,Wind,10187,4,5,287
10/1/2021,Wind,3707,23,0,274
10/4/2024,Wind,2835,22,23,278
12/31/2024,Wind,7306,11,12,366
3/23/2020,Wind,7482,16,17,83
2/25/2022,Wind,7548,2,3,56
2/11/2022,Solar,3615,16,17,42
7/1/2025,Solar,9839,13,14,182
9/10/2021,Wind,2131,3,4,253
11/20/2024,Wind,6181,9,10,325
9/13/2021,Wind,2426,3,4,256
2/14/2025,Solar,9119,11,12,45
9/30/2023,Wind,547,2,3,273
7/3/2020,Wind,6832,13,14,185
12/16/2022,Wind,5658,4,5,350
6/29/2025,Solar,4495,12,13,180
3/21/2025,Wind,10695,6,7,80
9/22/2023,Wind,13602,15,16,265
1/26/2024,Wind,2003,22,23,26
5/29/2023,Wind,10422,23,0,149
1/18/2024,Wind,4652,19,20,18
8/17/2023,Wind,2474,21,22,229
2/18/2021,Wind,11280,13,14,49
11/28/2025,Wind,7122,16,17,332
6/5/2025,Wind,9135,11,12,156
7/5/2025,Wind,7083,19,20,186
8/30/2023,Wind,4070,20,21,242
1/24/2020,Solar,1733,14,15,24
1/30/2021,Wind,8960,11,12,30
1/26/2021,Wind,5086,10,11,26
7/22/2020,Wind,2730,22,23,204
9/10/2025,Solar,8381,10,11,253
5/20/2021,Solar,7459,11,12,140
8/30/2020,Wind,6972,16,17,243
4/30/2021,Wind,1497,4,5,120
7/20/2024,Wind,1366,2,3,202
6/25/2024,Wind,4860,2,3,177
6/16/2020,Wind,1572,3,4,168
3/20/2025,Wind,7815,22,23,79
10/8/2021,Wind,3732,7,8,281
3/11/2023,Wind,4561,20,21,70
1/9/2022,Wind,11382,5,6,9
12/15/2023,Solar,2984,10,11,349
12/2/2023,Wind,2993,20,21,336
4/12/2020,Solar,4478,14,15,103
1/16/2021,Wind,2609,6,7,16
11/7/2020,Wind,6495,5,6,312
1/16/2025,Wind,5370,7,8,16
12/11/2023,Wind,13313,5,6,345
3/26/2025,Wind,2924,0,1,85
3/9/2025,Wind,6097,14,15,68
1/31/2021,Wind,3917,11,12,31
1/18/2023,Wind,5795,12,13,18
8/11/2022,Wind,5915,22,23,223
10/17/2020,Wind,823,5,6,291
11/6/2023,Wind,11710,15,16,310
1/31/2020,Wind,7383,15,16,31
11/22/2022,Wind,12118,2,3,326
1/14/2020,Wind,12686,21,22,14
6/5/2024,Wind,1825,22,23,157
5/24/2020,Solar,4591,17,18,145
10/17/2025,Wind,5063,8,9,290
12/1/2023,Wind,5670,18,19,335
11/30/2023,Wind,2294,9,10,334
5/28/2023,Wind,8135,21,22,148
8/6/2025,Solar,4823,18,19,218
9/3/2022,Wind,1584,3,4,246
5/12/2024,Wind,2710,21,22,133
8/25/2022,Wind,2157,2,3,237
7/9/2024,Wind,5041,19,20,191
10/28/2023,Wind,17291,13,14,301
12/26/2021,Wind,3943,23,0,360
4/26/2023,Wind,1227,19,20,116
8/12/2020,Wind,2887,23,0,225
6/8/2024,Wind,2653,7,8,160
10/30/2020,Wind,7672,1,2,304
4/10/2024,Solar,9317,13,14,101
1/22/2020,Wind,3220,4,5,22
6/26/2025,Wind,9162,19,20,177
9/25/2023,Wind,2754,6,7,268
10/2/2021,Wind,4880,8,9,275
5/21/2021,Wind,11117,21,22,141
5/21/2021,Wind,9502,4,5,141
6/7/2020,Wind,1627,21,22,159
9/6/2023,Solar,2948,18,19,249
4/27/2023,Wind,1219,3,4,117
3/14/2020,Wind,7209,13,14,74
2/27/2024,Wind,6228,19,20,58
9/19/2020,Solar,4468,13,14,263
4/1/2022,Wind,15285,16,17,91
3/16/2023,Wind,6637,2,3,75
9/22/2025,Wind,8440,16,17,265
11/24/2020,Wind,6160,19,20,329
11/10/2020,Wind,672,8,9,315
12/5/2023,Wind,4052,23,0,339
4/21/2023,Wind,3321,23,0,111
2/26/2021,Wind,5705,22,23,57
1/16/2025,Wind,7756,11,12,16
11/29/2022,Wind,1649,6,7,333
12/1/2024,Wind,10231,13,14,336
5/1/2022,Wind,3175,2,3,121
5/13/2021,Wind,5102,5,6,133
7/31/2023,Wind,18635,14,15,212
10/25/2024,Solar,5922,14,15,299
9/25/2022,Solar,6087,14,15,268
3/25/2025,Solar,7289,14,15,84
1/5/2021,Wind,1973,18,19,5
9/25/2021,Wind,1010,0,1,268
6/27/2023,Solar,3093,8,9,178
9/12/2021,Wind,797,6,7,255
9/13/2024,Wind,4812,7,8,257
7/14/2023,Wind,547,3,4,195
12/22/2024,Wind,18787,3,4,357
12/22/2024,Wind,16227,23,0,357
10/18/2020,Solar,3259,11,12,292
5/4/2021,Wind,13750,8,9,124
7/24/2021,Wind,4791,4,5,205
3/18/2021,Wind,5839,14,15,77
7/8/2025,Wind,6696,8,9,189
4/30/2025,Solar,9156,11,12,120
7/27/2021,Wind,3168,21,22,208
6/11/2020,Wind,5028,17,18,163
7/18/2024,Solar,8281,12,13,200
1/1/2025,Wind,14963,21,22,1
5/16/2023,Wind,7536,4,5,136
11/16/2025,Wind,5090,23,0,320
5/2/2023,Wind,3235,3,4,122
10/29/2022,Wind,8339,14,15,302
5/12/2021,Solar,2820,9,10,132
12/8/2023,Wind,4446,9,10,342
1/2/2022,Wind,5445,0,1,2
1/6/2025,Wind,17822,16,17,6
5/22/2022,Wind,2793,0,1,142
6/15/2022,Wind,4126,1,2,166
4/6/2023,Wind,11427,14,15,96
9/15/2024,Wind,3840,0,1,259
4/8/2023,Wind,3512,5,6,98
3/26/2021,Wind,2924,0,1,85
1/4/2020,Wind,3266,4,5,4
8/25/2025,Wind,2945,7,8,237
5/18/2020,Solar,4062,10,11,139
11/18/2024,Wind,8644,1,2,323
3/15/2025,Wind,10081,3,4,74
7/10/2023,Wind,749,6,7,191
9/7/2024,Wind,3605,22,23,251
7/2/2022,Solar,6897,15,16,183
3/14/2020,Wind,3134,19,20,74
4/23/2020,Solar,824,19,20,114
1/29/2025,Wind,13112,8,9,29
1/26/2024,Wind,12588,7,8,26
8/12/2025,Wind,1049,23,0,224
3/20/2020,Wind,7648,14,15,80
12/11/2022,Wind,2254,8,9,345
10/13/2021,Solar,4854,11,12,286
11/5/2024,Wind,1674,5,6,310
9/18/2024,Wind,14521,17,18,262
1/10/2020,Wind,1558,20,21,10
6/16/2023,Wind,2330,2,3,167
6/15/2023,Solar,7754,15,16,166
8/8/2022,Wind,6072,3,4,220
7/30/2022,Wind,902,5,6,211
10/8/2020,Wind,7127,19,20,282
9/30/2020,Wind,2517,9,10,274
11/9/2022,Wind,9942,0,1,313
5/23/2020,Wind,4797,9,10,144
4/19/2023,Wind,7997,1,2,109
9/21/2020,Wind,888,18,19,265
4/20/2023,Wind,7921,17,18,110
7/7/2021,Wind,3466,18,19,188
1/8/2023,Wind,11145,16,17,8
3/3/2025,Wind,2963,17,18,62
6/29/2024,Wind,4092,1,2,181
3/10/2021,Wind,2969,5,6,69
12/2/2020,Wind,3015,11,12,337
12/16/2022,Wind,6354,1,2,350
1/15/2021,Wind,2717,19,20,15
12/2/2022,Wind,2745,11,12,336
12/16/2024,Wind,3164,19,20,351
10/14/2020,Wind,2018,0,1,288
8/29/2021,Wind,7543,16,17,241
11/22/2024,Wind,16386,13,14,327
3/23/2023,Wind,12237,8,9,82
5/13/2023,Wind,5812,23,0,133
2/25/2022,Wind,3550,18,19,56
10/17/2020,Wind,625,20,21,291
2/4/2024,Wind,10856,14,15,35
5/14/2025,Solar,4558,13,14,134
10/4/2022,Solar,5982,12,13,277
10/18/2020,Solar,3881,14,15,292
5/31/2020,Wind,5688,0,1,152
4/19/2021,Solar,4504,15,16,109
8/11/2021,Wind,647,0,1,223
2/17/2023,Wind,7540,0,1,48
10/6/2023,Solar,3802,9,10,279
4/6/2021,Wind,5819,20,21,96
5/2/2023,Solar,3648,8,9,122
9/8/2025,Wind,2384,3,4,251
4/4/2020,Wind,2989,8,9,95
3/13/2023,Wind,18710,14,15,72
6/8/2020,Wind,3865,21,22,160
4/16/2025,Wind,5633,1,2,106
3/19/2025,Wind,11296,15,16,78
12/29/2022,Wind,13942,12,13,363
3/16/2024,Solar,7993,11,12,76
1/29/2023,Solar,2890,10,11,29
6/30/2021,Wind,2095,6,7,181
8/6/2024,Wind,1463,7,8,219
3/8/2020,Wind,9809,7,8,68
8/31/2024,Solar,8353,12,13,244
4/20/2023,Wind,7599,8,9,110
10/29/2020,Wind,6611,17,18,303
1/21/2025,Wind,6958,22,23,21
2/17/2023,Wind,7175,20,21,48
10/21/2024,Wind,3853,6,7,295
8/24/2020,Wind,1813,4,5,237
5/25/2024,Solar,7169,15,16,146
9/22/2020,Wind,1549,20,21,266
2/5/2023,Wind,13787,14,15,36
2/17/2024,Wind,2438,5,6,48
1/20/2025,Wind,2887,10,11,20
6/12/2021,Wind,2973,19,20,163
9/9/2025,Wind,2454,0,1,252
3/25/2025,Wind,3267,23,0,84
4/17/2021,Wind,7013,18,19,107
8/22/2023,Wind,2173,21,22,234
5/18/2023,Wind,6054,22,23,138
4/11/2024,Wind,1174,21,22,102
10/9/2023,Wind,1159,1,2,282
1/10/2020,Wind,7579,6,7,10
10/18/2022,Solar,5088,11,12,291
1/4/2022,Wind,5941,14,15,4
4/22/2021,Solar,8368,12,13,112
8/4/2021,Solar,3531,16,17,216
6/16/2024,Wind,8152,0,1,168
2/25/2020,Wind,12118,13,14,56
6/14/2024,Wind,7031,5,6,166
7/21/2020,Solar,5891,14,15,203
3/13/2025,Wind,3662,17,18,72
3/11/2021,Wind,15750,11,12,70
10/10/2022,Solar,5312,13,14,283
10/20/2022,Wind,5478,5,6,293
8/5/2024,Solar,8358,12,13,218
7/12/2021,Wind,2435,0,1,193
1/12/2024,Wind,6694,14,15,12
3/18/2023,Wind,7054,6,7,77
5/13/2020,Wind,7957,14,15,134
9/30/2023,Solar,5200,16,17,273
2/5/2025,Wind,2583,17,18,36
9/19/2023,Wind,10341,14,15,262
2/2/2024,Wind,2260,0,1,33
11/17/2021,Wind,1957,5,6,321
10/1/2023,Solar,4581,13,14,274
6/24/2021,Solar,3658,18,19,175
7/27/2022,Solar,6815,11,12,208
4/12/2024,Wind,939,21,22,103
8/22/2020,Wind,11094,12,13,235
11/12/2022,Wind,3769,5,6,316
7/21/2022,Wind,1574,20,21,202
9/8/2023,Wind,1554,21,22,251
5/31/2024,Wind,10050,10,11,152
1/19/2020,Wind,4998,4,5,19
6/25/2021,Wind,1787,7,8,176
2/7/2020,Wind,5494,3,4,38
3/15/2021,Wind,7372,18,19,74
5/13/2025,Solar,3863,15,16,133
4/27/2022,Wind,5614,9,10,117
6/18/2021,Wind,6927,11,12,169
3/15/2024,Wind,11274,18,19,75
12/29/2024,Wind,541,19,20,364
12/24/2023,Wind,10213,20,21,358
6/28/2022,Solar,4992,18,19,179
9/5/2023,Wind,6596,8,9,248
9/1/2022,Solar,3556,9,10,244
8/16/2022,Wind,1494,22,23,228
4/23/2024,Wind,4518,6,7,114
3/19/2022,Wind,10970,9,10,78
4/22/2024,Wind,7378,3,4,113
9/30/2025,Wind,3305,18,19,273
10/4/2022,Wind,1565,0,1,277
8/28/2024,Wind,4269,8,9,241
3/11/2025,Wind,1454,1,2,70
7/19/2023,Solar,8862,11,12,200
1/28/2023,Wind,5921,8,9,28
6/14/2022,Wind,4735,2,3,165
8/16/2020,Wind,1256,3,4,229
4/18/2023,Wind,6470,5,6,108
8/30/2020,Wind,2802,2,3,243
6/3/2025,Wind,4656,21,22,154
6/13/2024,Wind,5847,19,20,165
8/26/2022,Wind,3321,23,0,238
5/5/2020,Wind,2773,23,0,126
4/27/2020,Solar,3089,13,14,118
4/28/2020,Wind,3698,6,7,119
9/13/2022,Wind,3807,18,19,256
11/20/2025,Wind,5905,15,16,324
3/14/2025,Wind,3380,8,9,73
10/13/2021,Solar,4842,16,17,286
8/7/2024,Wind,1433,4,5,220
12/24/2021,Wind,3052,23,0,358
6/21/2020,Wind,2554,5,6,173
7/31/2023,Wind,10874,23,0,212
2/7/2020,Wind,5386,14,15,38
2/3/2025,Solar,5983,11,12,34
6/24/2020,Wind,4258,18,19,176
2/2/2023,Wind,6733,20,21,33
1/23/2023,Wind,8749,16,17,23
12/14/2023,Wind,3583,17,18,348
9/21/2025,Wind,4374,5,6,264
3/15/2021,Wind,10812,11,12,74
11/22/2020,Wind,925,20,21,327
2/22/2020,Wind,8470,19,20,53
6/17/2025,Wind,3347,23,0,168
8/5/2022,Wind,2607,5,6,217
10/14/2020,Wind,6263,17,18,288
2/26/2025,Wind,15050,12,13,57
6/21/2025,Wind,4743,0,1,172
6/5/2020,Wind,14060,13,14,157
10/27/2020,Wind,11411,18,19,301
6/4/2020,Wind,5749,17,18,156
9/4/2024,Wind,798,3,4,248
1/19/2021,Wind,12386,10,11,19
10/23/2025,Wind,11928,4,5,296
3/30/2025,Wind,6357,9,10,89
4/6/2020,Wind,5353,15,16,97
3/31/2023,Wind,21589,14,15,90
3/31/2020,Wind,6377,5,6,91
5/23/2020,Wind,1673,3,4,144
2/11/2022,Wind,3510,6,7,42
1/23/2025,Wind,16773,21,22,23
11/9/2021,Solar,4387,11,12,313
10/26/2025,Wind,10464,0,1,299
12/9/2024,Wind,14088,0,1,344
6/10/2024,Wind,5131,1,2,162
4/10/2020,Solar,3344,9,10,101
10/31/2021,Wind,4378,1,2,304
11/20/2020,Solar,4045,12,13,325
9/25/2025,Solar,6701,11,12,268
12/12/2021,Wind,5288,13,14,346
1/13/2022,Wind,3069,19,20,13
1/12/2025,Wind,4835,23,0,12
12/6/2023,Wind,2647,22,23,340
1/16/2021,Wind,1799,2,3,16
1/3/2020,Wind,8817,6,7,3
9/1/2025,Wind,5057,21,22,244
10/18/2021,Solar,5076,11,12,291
5/7/2022,Wind,4532,23,0,127
6/16/2022,Solar,6428,14,15,167
10/23/2022,Wind,13466,23,0,296
7/8/2024,Solar,7115,17,18,190
3/23/2022,Wind,3526,7,8,82
9/23/2024,Solar,9458,14,15,267
12/26/2020,Wind,11446,21,22,361
5/12/2023,Wind,3360,7,8,132
9/6/2021,Wind,1817,0,1,249
1/19/2024,Solar,3115,10,11,19
4/13/2020,Wind,11013,15,16,104
2/10/2021,Wind,3960,23,0,41
2/4/2020,Wind,8718,19,20,35
12/11/2020,Wind,6300,15,16,346
12/22/2022,Wind,12425,8,9,356
1/4/2020,Wind,2808,20,21,4
8/2/2024,Wind,1432,2,3,215
5/29/2020,Wind,4294,20,21,150
5/4/2021,Wind,10640,19,20,124
4/14/2021,Wind,4370,0,1,104
3/15/2022,Wind,4813,8,9,74
11/7/2023,Wind,7909,0,1,311
2/28/2020,Wind,2660,5,6,59
7/15/2023,Wind,10085,16,17,196
8/12/2025,Solar,6220,9,10,224
6/16/2022,Wind,1497,5,6,167
2/3/2025,Wind,1611,17,18,34
11/16/2023,Wind,3875,4,5,320
3/6/2025,Wind,7274,3,4,65
3/26/2021,Wind,9140,23,0,85
11/21/2025,Wind,8584,11,12,325
3/27/2020,Solar,4295,10,11,87
10/13/2023,Wind,12357,7,8,286
10/14/2022,Wind,6926,23,0,287
11/13/2022,Solar,4217,11,12,317
5/14/2020,Wind,10073,10,11,135
6/19/2024,Wind,9445,11,12,171
1/5/2022,Wind,7302,11,12,5
7/28/2021,Wind,3851,8,9,209
7/15/2023,Wind,14187,17,18,196
10/26/2024,Wind,2823,10,11,300
3/6/2023,Solar,6220,13,14,65
12/4/2020,Wind,4944,19,20,339
8/25/2020,Wind,8081,10,11,238
9/2/2024,Wind,641,22,23,246
8/10/2023,Wind,2594,4,5,222
8/7/2025,Wind,1015,5,6,219
4/1/2021,Wind,7740,23,0,91
2/20/2024,Wind,6371,16,17,51
2/22/2024,Wind,16997,21,22,53
2/14/2023,Solar,5994,10,11,45
6/20/2020,Wind,2174,19,20,172
